02640;Almansa;Albacete;oficina;4432;Rambla de La Mancha, 18;967318008;38.868443;-1.0959319
02640;Almansa;Albacete;oficina;7043;Corredera, 62;967345462;38.8658;-1.09433
46870;Ontinyent;Valencia;empresa;8720;Av.del Textil,56 C.emp. El Pla Centro Empresar;962389042;38.824;-0.606329
02640;Almansa;Albacete;cajero;4432-021;Rambla de La Mancha, 18;/;38.868443;-1.0959319
02640;Almansa;Albacete;cajero;4432-022;Rambla de La Mancha, 18;/;38.868443;-1.0959319
02640;Almansa;Albacete;cajero;4432-023;Rambla de La Mancha, 18;/;38.868443;-1.0959319
02640;Almansa;Albacete;cajero;7043-021;Corredera, 62;/;38.8658;-1.09433
02640;Almansa;Albacete;cajero;7043-022;Corredera, 62;/;38.8658;-1.09433
02640;Almansa;Albacete;cajero;7043-023;Corredera, 62;/;38.8658;-1.09433
01009;Vitoria-Gasteiz;Álava;oficina;4204;Av. de Gasteiz, 67;945214230;42.849846;-2.6812687
01005;Vitoria-Gasteiz;Álava;oficina;4200;C/ General Álava, 15;945150015;42.84492;-2.6712408
01004;Vitoria-Gasteiz;Álava;oficina;7392;Fueros, 13;945150530;42.84553;-2.669633
01002;Vitoria-Gasteiz;Álava;oficina;4225;C/ Portal de Legutiano, 28-30;945204176;42.85461;-2.666678
01010;Vitoria-Gasteiz;Álava;oficina;4232;C/ Antonio Machado, 35;945197397;42.860577;-2.6933467
01015;Vitoria-Gasteiz;Álava;oficina;4229;Av. de los Derechos Humanos, 13-15;945357875;42.841694;-2.7007322
01006;Vitoria-Gasteiz;Álava;oficina;4208;C/ Heraclio Fournier, 11;945150399;42.83848;-2.6656103
01008;Vitoria-Gasteiz;Álava;empresa;4221;Av. de Gasteiz, 20;945154910;42.848248;-2.68472
01005;Vitoria-Gasteiz;Álava;cajero;0489-004;C/ Zaramaga, 1;/;42.86105;-2.66865
01009;Vitoria-Gasteiz;Álava;cajero;4204-021;Av. de Gasteiz, 67;/;42.849846;-2.6812687
01009;Vitoria-Gasteiz;Álava;cajero;4204-022;Av. de Gasteiz, 67;/;42.849846;-2.6812687
01005;Vitoria-Gasteiz;Álava;cajero;4200-021;C/ General Álava, 15;/;42.84492;-2.6712408
01005;Vitoria-Gasteiz;Álava;cajero;4200-022;C/ General Álava, 15;/;42.84492;-2.6712408
01004;Vitoria-Gasteiz;Álava;cajero;7392-021;Fueros, 13;/;42.84553;-2.669633
01002;Vitoria-Gasteiz;Álava;cajero;4225-021;C/ Portal de Legutiano, 28-30;/;42.85461;-2.666678
01010;Vitoria-Gasteiz;Álava;cajero;4232-021;C/ Antonio Machado, 35;/;42.860577;-2.6933467
01015;Vitoria-Gasteiz;Álava;cajero;4229-021;Av. de los Derechos Humanos, 13-15;/;42.841694;-2.7007322
01006;Vitoria-Gasteiz;Álava;cajero;4208-021;C/ Heraclio Fournier, 11;/;42.83848;-2.6656103
02430;Elche de la Sierra;Albacete;oficina;7048;Av. de España, 1;967410053;38.450573;-2.0481977
02007;Albacete;Albacete;empresa;4123;Fundación Campollano (Pol. Ind. Campollano);967592804;39.0122;-1.8789746
02430;Elche de la Sierra;Albacete;cajero;7048-021;Av. de España, 1;/;38.450573;-2.0481977
02400;Hellin;Albacete;oficina;4421;C/ Juan XXIII, 1;967543025;38.510628;-1.7008303
02007;Albacete;Albacete;empresa;4123;Fundación Campollano (Pol. Ind. Campollano);967592804;39.0122;-1.8789746
02400;Hellin;Albacete;cajero;4421-021;C/ Juan XXIII, 1;/;38.510628;-1.7008303
02400;Hellin;Albacete;cajero;4421-022;C/ Juan XXIII, 1;/;38.510628;-1.7008303
02400;Hellin;Albacete;cajero;4421-023;C/ Juan XXIII, 1;/;38.510628;-1.7008303
02005;Albacete;Albacete;oficina;4434;C/ Arquitecto Julio Carrilero;967550116;38.9988;-1.8644679
02004;Albacete;Albacete;oficina;7049;Feria, 47;967225508;38.996;-1.86208
02001;Albacete;Albacete;oficina;4430;Pza. del Altozano, 4;967193044;38.994965;-1.8541145
02001;Albacete;Albacete;oficina;7039;Marques de Molins, 8 Planta 2 Planta 2;967193840;38.9942;-1.85438
02001;Albacete;Albacete;oficina;7042;Marques de Molins, 8;967213091;38.9942;-1.85438
02001;Albacete;Albacete;oficina;7040;Jose Isbert, 1;967217751;38.9966;-1.85075
02002;Albacete;Albacete;oficina;4420;Paseo de Pedro Simón Abril, 2;967550112;38.989975;-1.8568108
02003;Albacete;Albacete;oficina;7051;Arquitecto Vandelvira, 24;967224011;38.987682;-1.862174
02006;Albacete;Albacete;oficina;4792;Paseo Circunvalacion, 92;967590481;38.987;-1.86692
02002;Albacete;Albacete;oficina;7053;Av. España, 2-4;967502778;38.9865;-1.85437
02002;Albacete;Albacete;oficina;4438;C/ Hermanos Falcó, 4;967193010;38.989086;-1.8489825
02007;Albacete;Albacete;oficina;4439;Fundación Campollano (Pol. Ind. Campollano, Calle C);967191313;39.013264;-1.8800783
02007;Albacete;Albacete;empresa;4123;Fundación Campollano (Pol. Ind. Campollano);967592804;39.0122;-1.8789746
02001;Albacete;Albacete;cajero;0449-067;C/ Federico García Lorca, 1;/;38.99779;-1.8472266
02005;Albacete;Albacete;cajero;4434-021;C/ Arquitecto Julio Carrilero;/;38.9988;-1.8644679
02005;Albacete;Albacete;cajero;4434-022;C/ Arquitecto Julio Carrilero;/;38.9988;-1.8644679
02004;Albacete;Albacete;cajero;7049-021;Feria, 47;/;38.996;-1.86208
02004;Albacete;Albacete;cajero;7049-022;Feria, 47;/;38.996;-1.86208
02001;Albacete;Albacete;cajero;4430-003;Pza. del Altozano, 4;/;38.994965;-1.8541145
02001;Albacete;Albacete;cajero;4430-021;Pza. del Altozano, 4;/;38.994965;-1.8541145
02001;Albacete;Albacete;cajero;7042-021;Marques de Molins, 8;/;38.9942;-1.85438
02001;Albacete;Albacete;cajero;7042-022;Marques de Molins, 8;/;38.9942;-1.85438
02001;Albacete;Albacete;cajero;7042-023;Marques de Molins, 8;/;38.9942;-1.85438
02001;Albacete;Albacete;cajero;7040-021;Jose Isbert, 1;/;38.9966;-1.85075
02002;Albacete;Albacete;cajero;4420-021;Paseo de Pedro Simón Abril, 2;/;38.989975;-1.8568108
02002;Albacete;Albacete;cajero;4420-022;Paseo de Pedro Simón Abril, 2;/;38.989975;-1.8568108
02003;Albacete;Albacete;cajero;7051-021;Arquitecto Vandelvira, 24;/;38.987682;-1.862174
02003;Albacete;Albacete;cajero;7051-022;Arquitecto Vandelvira, 24;/;38.987682;-1.862174
02006;Albacete;Albacete;cajero;4792-021;Paseo Circunvalacion, 92;/;38.987;-1.86692
02002;Albacete;Albacete;cajero;7053-021;Av. España, 2-4;/;38.9865;-1.85437
02002;Albacete;Albacete;cajero;7053-022;Av. España, 2-4;/;38.9865;-1.85437
02002;Albacete;Albacete;cajero;4438-021;C/ Hermanos Falcó, 4;/;38.989086;-1.8489825
02002;Albacete;Albacete;cajero;4438-022;C/ Hermanos Falcó, 4;/;38.989086;-1.8489825
02007;Albacete;Albacete;cajero;4439-021;Fundación Campollano (Pol. Ind. Campollano, Calle C);/;39.013264;-1.8800783
02630;La Roda;Albacete;oficina;4428;C/ Mártires, 6;967548003;39.205837;-2.1586418
02007;Albacete;Albacete;empresa;4123;Fundación Campollano (Pol. Ind. Campollano);967592804;39.0122;-1.8789746
02630;La Roda;Albacete;cajero;4428-004;C/ Mártires, 6;/;39.205837;-2.1586418
02630;La Roda;Albacete;cajero;4428-021;C/ Mártires, 6;/;39.205837;-2.1586418
02002;Albacete;Albacete;oficina;7053;Av. España, 2-4;967502778;38.9865;-1.85437
02006;Albacete;Albacete;oficina;4792;Paseo Circunvalacion, 92;967590481;38.987;-1.86692
02003;Albacete;Albacete;oficina;7051;Arquitecto Vandelvira, 24;967224011;38.987682;-1.862174
02002;Albacete;Albacete;oficina;4438;C/ Hermanos Falcó, 4;967193010;38.989086;-1.8489825
02002;Albacete;Albacete;oficina;4420;Paseo de Pedro Simón Abril, 2;967550112;38.989975;-1.8568108
02001;Albacete;Albacete;oficina;7039;Marques de Molins, 8 Planta 2 Planta 2;967193840;38.9942;-1.85438
02001;Albacete;Albacete;oficina;7042;Marques de Molins, 8;967213091;38.9942;-1.85438
02001;Albacete;Albacete;oficina;4430;Pza. del Altozano, 4;967193044;38.994965;-1.8541145
02004;Albacete;Albacete;oficina;7049;Feria, 47;967225508;38.996;-1.86208
02001;Albacete;Albacete;oficina;7040;Jose Isbert, 1;967217751;38.9966;-1.85075
02005;Albacete;Albacete;oficina;4434;C/ Arquitecto Julio Carrilero;967550116;38.9988;-1.8644679
02007;Albacete;Albacete;oficina;4439;Fundación Campollano (Pol. Ind. Campollano, Calle C);967191313;39.013264;-1.8800783
02500;Tobarra;Albacete;oficina;7047;C/ Mayor, 122;967325079;38.591923;-1.6892713
02400;Hellin;Albacete;oficina;4421;C/ Juan XXIII, 1;967543025;38.510628;-1.7008303
02630;La Roda;Albacete;oficina;4428;C/ Mártires, 6;967548003;39.205837;-2.1586418
02640;Almansa;Albacete;oficina;4432;Rambla de La Mancha, 18;967318008;38.868443;-1.0959319
30510;Yecla;Murcia;oficina;4886;C/ San José, 55-57;968752520;38.613;-1.11233
02007;Albacete;Albacete;empresa;4123;Fundación Campollano (Pol. Ind. Campollano);967592804;39.0122;-1.8789746
02001;Albacete;Albacete;cajero;0449-067;C/ Federico García Lorca, 1;/;38.99779;-1.8472266
02110;Los Abades de la Gineta(la Gineta);Albacete;cajero;0534-082;Autovía de Levante Km.226 (Rest. Los Abades de la Gineta);/;39.11344;-1.9958558
02002;Albacete;Albacete;cajero;7053-021;Av. España, 2-4;/;38.9865;-1.85437
02002;Albacete;Albacete;cajero;7053-022;Av. España, 2-4;/;38.9865;-1.85437
02006;Albacete;Albacete;cajero;4792-021;Paseo Circunvalacion, 92;/;38.987;-1.86692
02003;Albacete;Albacete;cajero;7051-021;Arquitecto Vandelvira, 24;/;38.987682;-1.862174
02003;Albacete;Albacete;cajero;7051-022;Arquitecto Vandelvira, 24;/;38.987682;-1.862174
02002;Albacete;Albacete;cajero;4438-021;C/ Hermanos Falcó, 4;/;38.989086;-1.8489825
02002;Albacete;Albacete;cajero;4438-022;C/ Hermanos Falcó, 4;/;38.989086;-1.8489825
02002;Albacete;Albacete;cajero;4420-021;Paseo de Pedro Simón Abril, 2;/;38.989975;-1.8568108
02002;Albacete;Albacete;cajero;4420-022;Paseo de Pedro Simón Abril, 2;/;38.989975;-1.8568108
02001;Albacete;Albacete;cajero;7042-021;Marques de Molins, 8;/;38.9942;-1.85438
02001;Albacete;Albacete;cajero;7042-022;Marques de Molins, 8;/;38.9942;-1.85438
02001;Albacete;Albacete;cajero;7042-023;Marques de Molins, 8;/;38.9942;-1.85438
02001;Albacete;Albacete;cajero;4430-003;Pza. del Altozano, 4;/;38.994965;-1.8541145
02001;Albacete;Albacete;cajero;4430-021;Pza. del Altozano, 4;/;38.994965;-1.8541145
02004;Albacete;Albacete;cajero;7049-021;Feria, 47;/;38.996;-1.86208
02004;Albacete;Albacete;cajero;7049-022;Feria, 47;/;38.996;-1.86208
02001;Albacete;Albacete;cajero;7040-021;Jose Isbert, 1;/;38.9966;-1.85075
02005;Albacete;Albacete;cajero;4434-021;C/ Arquitecto Julio Carrilero;/;38.9988;-1.8644679
02005;Albacete;Albacete;cajero;4434-022;C/ Arquitecto Julio Carrilero;/;38.9988;-1.8644679
02007;Albacete;Albacete;cajero;4439-021;Fundación Campollano (Pol. Ind. Campollano, Calle C);/;39.013264;-1.8800783
02500;Tobarra;Albacete;cajero;7047-021;C/ Mayor, 122;/;38.591923;-1.6892713
02400;Hellin;Albacete;cajero;4421-021;C/ Juan XXIII, 1;/;38.510628;-1.7008303
02400;Hellin;Albacete;cajero;4421-022;C/ Juan XXIII, 1;/;38.510628;-1.7008303
02400;Hellin;Albacete;cajero;4421-023;C/ Juan XXIII, 1;/;38.510628;-1.7008303
02630;La Roda;Albacete;cajero;4428-004;C/ Mártires, 6;/;39.205837;-2.1586418
02630;La Roda;Albacete;cajero;4428-021;C/ Mártires, 6;/;39.205837;-2.1586418
02640;Almansa;Albacete;cajero;4432-021;Rambla de La Mancha, 18;/;38.868443;-1.0959319
02640;Almansa;Albacete;cajero;4432-022;Rambla de La Mancha, 18;/;38.868443;-1.0959319
02640;Almansa;Albacete;cajero;4432-023;Rambla de La Mancha, 18;/;38.868443;-1.0959319
30510;Yecla;Murcia;cajero;4886-021;C/ San José, 55-57;/;38.613;-1.11233
02500;Tobarra;Albacete;oficina;7047;C/ Mayor, 122;967325079;38.591923;-1.6892713
02007;Albacete;Albacete;empresa;4123;Fundación Campollano (Pol. Ind. Campollano);967592804;39.0122;-1.8789746
02500;Tobarra;Albacete;cajero;7047-021;C/ Mayor, 122;/;38.591923;-1.6892713
02600;Villarrobledo;Albacete;oficina;4422;C/ Graciano Atienza, 17;967138002;39.26565;-2.6039314
13700;Tomelloso;Ciudad Real;empresa;4126;C.C. Las Viñas (Ctra. de Villarobledo, s/n);926538181;39.163242;-2.9969287
02600;Villarrobledo;Albacete;cajero;4422-021;C/ Graciano Atienza, 17;/;39.26565;-2.6039314
02600;Villarrobledo;Albacete;cajero;4422-022;C/ Graciano Atienza, 17;/;39.26565;-2.6039314
02600;Villarrobledo;Albacete;cajero;4422-023;C/ Graciano Atienza, 17;/;39.26565;-2.6039314
03340;Albatera;Alicante;oficina;6076;C/ Mesón, 5;965486494;38.179153;-0.8701569
03203;Elche;Alicante;empresa;8731;Juan de la Cierva, 7-9 (parque Industr;965680590;38.291122;-0.608391
03340;Albatera;Alicante;cajero;6076-021;C/ Mesón, 5;/;38.179153;-0.8701569
03800;Alcoy;Alicante;oficina;6321;Av. de la Alameda, 43;965524782;38.70152;-0.4778543
03800;Alcoy;Alicante;oficina;6368;C/ Santa Rosa, 4;965331067;38.69843;-0.48394224
03801;Alcoy;Alicante;oficina;9603;Av. del País Valencià, 38;965548000;38.696697;-0.4761672
03800;Alcoy;Alicante;empresa;8718;Avinguda Pais Valencia, 38;965546177;38.69648;-0.476639
03800;Alcoy;Alicante;cajero;6321-021;Av. de la Alameda, 43;/;38.70152;-0.4778543
03800;Alcoy;Alicante;cajero;6368-021;C/ Santa Rosa, 4;/;38.69843;-0.48394224
03801;Alcoy;Alicante;cajero;9603-021;Av. del País Valencià, 38;/;38.696697;-0.4761672
03801;Alcoy;Alicante;cajero;9603-022;Av. del País Valencià, 38;/;38.696697;-0.4761672
03580;Alfaz del Pi;Alicante;oficina;5781;Av. del País Valenciano, 11;966860370;38.5778;-0.10185421
03800;Alcoy;Alicante;empresa;8718;Avinguda Pais Valencia, 38;965546177;38.69648;-0.476639
03580;Alfaz del Pi;Alicante;cajero;5781-021;Av. del País Valenciano, 11;/;38.5778;-0.10185421
03160;Almoradi;Alicante;oficina;9699;Pza. de la Constitución, 19;965702597;38.108746;-0.79162985
03203;Elche;Alicante;empresa;8731;Juan de la Cierva, 7-9 (parque Industr;965680590;38.291122;-0.608391
03160;Almoradi;Alicante;cajero;9699-021;Pza. de la Constitución, 19;/;38.108746;-0.79162985
03590;Altea;Alicante;oficina;6277;C/ Constitución, 7;965841515;38.60129;-0.04679382
03800;Alcoy;Alicante;empresa;8718;Avinguda Pais Valencia, 38;965546177;38.69648;-0.476639
03590;Altea;Alicante;cajero;6277-021;C/ Constitución, 7;/;38.60129;-0.04679382
03680;Aspe;Alicante;oficina;6021;Pasaje del Doctor Calatayud, 24;965496027;38.3473;-0.767004
03600;Elda;Alicante;empresa;8709;Av. J. Martinez Gonzalez, 47;965398262;38.4769;-0.788494
03680;Aspe;Alicante;cajero;6021-021;Pasaje del Doctor Calatayud, 24;/;38.3473;-0.767004
03720;Benissa;Alicante;oficina;6431;Av. del País Valenciano, 124;965732213;38.714226;0.04999369
46702;Gandia;Valencia;empresa;8716;Forn, 1;962965302;38.964897;-0.181046
03720;Benissa;Alicante;cajero;6431-021;Av. del País Valenciano, 124;/;38.714226;0.04999369
03501;Benidorm;Alicante;oficina;6370;Tomas Ortuño, 94;965856177;38.5433;-0.131997
03501;Benidorm;Alicante;oficina;6246;Ruzafa, 4;965858011;38.537678;-0.129611
03503;Benidorm;Alicante;oficina;9622;C/ Puente;966813004;38.53754;-0.1278019
03503;Benidorm;Alicante;oficina;6010;Av. Mediterraneo, 38-Bajo Iz Bajo Izq.;966830400;38.5364;-0.11692286
03503;Benidorm;Alicante;oficina;9609;Av. del Mediterráneo, 62;966813034;38.53519;-0.10925174
03509;Finestrat;Alicante;oficina;4837;Av.marina Baixa,29-Ed.la Cala, Edif. la Cala L;966830404;38.533978;-0.159822
03580;Alfaz del Pi;Alicante;oficina;5781;Av. del País Valenciano, 11;966860370;38.5778;-0.10185421
03800;Alcoy;Alicante;empresa;8718;Avinguda Pais Valencia, 38;965546177;38.69648;-0.476639
03500;Benidorm;Alicante;cajero;0449-004;CTRA FINESTRAT, S/N;/;38.561855;-0.15913
03509;Finestrat;Alicante;cajero;0449-010;CTRA.NVA. FINESTRAT-KM5   SN;/;38.53898;-0.17552376
03501;Benidorm;Alicante;cajero;6370-021;Tomas Ortuño, 94;/;38.5433;-0.131997
03501;Benidorm;Alicante;cajero;6246-021;Ruzafa, 4;/;38.537678;-0.129611
03503;Benidorm;Alicante;cajero;9622-003;C/ Puente;/;38.53754;-0.1278019
03503;Benidorm;Alicante;cajero;9622-007;C/ Puente;/;38.53754;-0.1278019
03503;Benidorm;Alicante;cajero;9622-021;C/ Puente;/;38.53754;-0.1278019
03503;Benidorm;Alicante;cajero;9622-022;C/ Puente;/;38.53754;-0.1278019
03503;Benidorm;Alicante;cajero;6010-021;Av. Mediterraneo, 38-Bajo Iz Bajo Izq.;/;38.5364;-0.11692286
03503;Benidorm;Alicante;cajero;6010-022;Av. Mediterraneo, 38-Bajo Iz Bajo Izq.;/;38.5364;-0.11692286
03503;Benidorm;Alicante;cajero;9609-003;Av. del Mediterráneo, 62;/;38.53519;-0.10925174
03503;Benidorm;Alicante;cajero;9609-021;Av. del Mediterráneo, 62;/;38.53519;-0.10925174
03503;Benidorm;Alicante;cajero;9609-022;Av. del Mediterráneo, 62;/;38.53519;-0.10925174
03509;Finestrat;Alicante;cajero;4837-021;Av.marina Baixa,29-Ed.la Cala, Edif. la Cala L;/;38.533978;-0.159822
03580;Alfaz del Pi;Alicante;cajero;5781-021;Av. del País Valenciano, 11;/;38.5778;-0.10185421
03510;Callosa D'En Sarria;Alicante;oficina;6295;Av. de Jaume I, 7;965881205;38.6511;-0.122416
03800;Alcoy;Alicante;empresa;8718;Avinguda Pais Valencia, 38;965546177;38.69648;-0.476639
03510;Callosa D'En Sarria;Alicante;cajero;6295-021;Av. de Jaume I, 7;/;38.6511;-0.122416
03013;Alicante;Alicante;oficina;6325;Padre Espla, 9;965201711;38.356;-0.479193
03001;Alicante;Alicante;oficina;9935;C/ Explanada de España, 16;965980098;38.342987;-0.484069
03004;Alicante;Alicante;oficina;4834;Alcalde Alfonso de Rojas, 8;965916387;38.352;-0.486993
03004;Alicante;Alicante;oficina;6164;Av. de Alfonso X "El Sabio", 36;965146180;38.3468;-0.488892
03003;Alicante;Alicante;oficina;6320;Paseo Federico Soto, 5;965210523;38.34434;-0.489626
03010;Alicante;Alicante;oficina;6553;Devesa, 10;965247246;38.3594;-0.484697
03003;Alicante;Alicante;oficina;9604;Av. de la Estación, 5;965982104;38.345284;-0.4922819
03003;Alicante;Alicante;oficina;9620;C/ Arzobispo Loaces, 17;965924144;38.340126;-0.49046874
03005;Alicante;Alicante;oficina;6300;Pintor Gisbert, 5;965921658;38.348125;-0.494651
03003;Alicante;Alicante;oficina;5765;C/ Churruca, 41;965982089;38.342625;-0.4937303
03003;Alicante;Alicante;oficina;6165;Av. de Óscar Esplá, 30;965984430;38.342625;-0.49381614
03015;Alicante;Alicante;oficina;9673;Av. del Pintor Xavier Soler, 7;965916540;38.36439;-0.46847463
03005;Alicante;Alicante;oficina;6014;Doctor Rico, 9;965134945;38.352318;-0.497685
03007;Alicante;Alicante;oficina;6294;Pza. Navarro Rodrigo, 22 Acc. Acc.;965923570;38.3418;-0.498075
03010;Alicante;Alicante;oficina;6347;Av. Novelda, 64;965174667;38.363544;-0.494093
03007;Alicante;Alicante;oficina;6373;Av. Orihuela, 23;965100687;38.344543;-0.508864
03540;Alicante;Alicante;oficina;6017;AV. HISTORIADOR VICENTE RAMOS, 2;965268927;38.36487;-0.4312563
03008;Alicante;Alicante;oficina;6018;Ramón Gómez Sempere, 15;965109263;38.329;-0.515703
03540;San Juan;Alicante;oficina;9600;Av. de Holanda (Edif. Leo, loc. 13);965268038;38.3681;-0.4137361
03001;Alicante;Alicante;empresa;9659;C/ San Fernando, 35;965133945;38.342827;-0.48539668
03001;Alicante;Alicante;cajero;0534-006;C.C. Panoramis (C/ Muelle de Poniente, 6);/;38.337776;-0.48623085
03001;Alicante;Alicante;cajero;0449-008;MUELLE LEVANTE SECTBL.3;/;38.337288;-0.489762
03001;Alicante;Alicante;cajero;0449-075;Av. Salamanca, 1 (Estación de trenes);/;38.344727;-0.4947281
03003;Alicante;Alicante;cajero;0534-020;C/ Eusebio Sempere, 20;/;38.33955;-0.4925609
03015;Alicante;Alicante;cajero;0534-034;C.C. Gran Vía (José García Selles);/;38.36698;-0.4692793
03016;Playa de San Juan;Alicante;cajero;0534-047;Av. de la deportista Miriam Blasco, 1;/;38.37;-0.43597698
03013;Alicante;Alicante;cajero;6325-021;Padre Espla, 9;/;38.356;-0.479193
03013;Alicante;Alicante;cajero;6325-022;Padre Espla, 9;/;38.356;-0.479193
03001;Alicante;Alicante;cajero;9935-004;C/ Explanada de España, 16;/;38.342987;-0.484069
03001;Alicante;Alicante;cajero;9935-021;C/ Explanada de España, 16;/;38.342987;-0.484069
03001;Alicante;Alicante;cajero;9935-022;C/ Explanada de España, 16;/;38.342987;-0.484069
03004;Alicante;Alicante;cajero;4834-021;Alcalde Alfonso de Rojas, 8;/;38.352;-0.486993
03004;Alicante;Alicante;cajero;6164-021;Av. de Alfonso X "El Sabio", 36;/;38.3468;-0.488892
03004;Alicante;Alicante;cajero;6164-022;Av. de Alfonso X "El Sabio", 36;/;38.3468;-0.488892
03003;Alicante;Alicante;cajero;6320-021;Paseo Federico Soto, 5;/;38.34434;-0.489626
03003;Alicante;Alicante;cajero;6320-022;Paseo Federico Soto, 5;/;38.34434;-0.489626
03010;Alicante;Alicante;cajero;6553-021;Devesa, 10;/;38.3594;-0.484697
03010;Alicante;Alicante;cajero;6553-022;Devesa, 10;/;38.3594;-0.484697
03003;Alicante;Alicante;cajero;9604-003;Av. de la Estación, 5;/;38.345284;-0.4922819
03003;Alicante;Alicante;cajero;9604-021;Av. de la Estación, 5;/;38.345284;-0.4922819
03003;Alicante;Alicante;cajero;9620-021;C/ Arzobispo Loaces, 17;/;38.340126;-0.49046874
03003;Alicante;Alicante;cajero;9620-022;C/ Arzobispo Loaces, 17;/;38.340126;-0.49046874
03005;Alicante;Alicante;cajero;6300-021;Pintor Gisbert, 5;/;38.348125;-0.494651
03003;Alicante;Alicante;cajero;5765-021;C/ Churruca, 41;/;38.342625;-0.4937303
03003;Alicante;Alicante;cajero;5765-023;C/ Churruca, 41;/;38.342625;-0.4937303
03015;Alicante;Alicante;cajero;9673-021;Av. del Pintor Xavier Soler, 7;/;38.36439;-0.46847463
03005;Alicante;Alicante;cajero;6014-021;Doctor Rico, 9;/;38.352318;-0.497685
03007;Alicante;Alicante;cajero;6294-021;Pza. Navarro Rodrigo, 22 Acc. Acc.;/;38.3418;-0.498075
03007;Alicante;Alicante;cajero;6294-022;Pza. Navarro Rodrigo, 22 Acc. Acc.;/;38.3418;-0.498075
03010;Alicante;Alicante;cajero;6347-021;Av. Novelda, 64;/;38.363544;-0.494093
03007;Alicante;Alicante;cajero;6373-021;Av. Orihuela, 23;/;38.344543;-0.508864
03007;Alicante;Alicante;cajero;6373-022;Av. Orihuela, 23;/;38.344543;-0.508864
03540;Alicante;Alicante;cajero;6017-021;AV. HISTORIADOR VICENTE RAMOS, 2;/;38.36487;-0.4312563
03540;Alicante;Alicante;cajero;6017-022;AV. HISTORIADOR VICENTE RAMOS, 2;/;38.36487;-0.4312563
03008;Alicante;Alicante;cajero;6018-021;Ramón Gómez Sempere, 15;/;38.329;-0.515703
03540;San Juan;Alicante;cajero;9600-004;Av. de Holanda (Edif. Leo, loc. 13);/;38.3681;-0.4137361
03540;San Juan;Alicante;cajero;9600-005;Av. de Holanda (Edif. Leo, loc. 13);/;38.3681;-0.4137361
03540;San Juan;Alicante;cajero;9600-021;Av. de Holanda (Edif. Leo, loc. 13);/;38.3681;-0.4137361
03360;Callosa de Segura;Alicante;oficina;6337;Av. de la Constitución, 7;965311583;38.126;-0.877833
30008;Murcia;Murcia;empresa;4721;Av. de Juan de Borbón, 22;968271950;37.99672;-1.1255729
03360;Callosa de Segura;Alicante;cajero;6337-021;Av. de la Constitución, 7;/;38.126;-0.877833
03710;Calpe;Alicante;oficina;9676;Av. de Ifach, 14;965875066;38.644775;0.04562438
46702;Gandia;Valencia;empresa;8716;Forn, 1;962965302;38.964897;-0.181046
03710;Calpe;Alicante;cajero;0449-005;AVDA CONSTITUCION, SN;/;38.644157;0.046391
03710;Calpe;Alicante;cajero;9676-021;Av. de Ifach, 14;/;38.644775;0.04562438
03420;Castalla;Alicante;oficina;6284;Dr. Sapena, 15;966560640;38.5937;-0.672762
03440;Ibi;Alicante;empresa;8704;Av. de Juan Carlos I, 28;971719050;38.624428;-0.5719167
03420;Castalla;Alicante;cajero;0448-056;Paseo de Trinidad Ribera Pérez, 3;/;38.594273;-0.6730816
